userId,timestamp,review,item,rating,helpfulness,gender,category,item_id,item_price,user_city
368,30500,Get Paid to Surf,All Advantage,5.0,3.0,F,Online Stores & Services,1,23.08,23
375,92600,I love Southwest!,Southwest Airlines,5.0,0.0,M,Hotels & Travel,69,108.69,0
370,13000,The Simpson,"Simpsons, The",5.0,3.0,F,Kids & Family,64,40.0,13
4872,70800,Hilarious,Scary Movie,5.0,3.0,F,Movies,60,53.0,34
4887,40800,Any Given Sunday,Any Given Sunday,4.0,0.0,F,Movies,7,135.0,5
378,110999,Being John Malkovich,Being John Malkovich,5.0,4.0,F,Movies,11,52.0,24
4901,100100,A Masterpiece,Final Fantasy VIII for PlayStation 1,5.0,4.0,M,Games,27,136.05,38
390,10900,AOL,AOL (America Online),3.0,4.0,F,Online Stores & Services,0,145.84,22
4917,102099,A MUST SEE,Sixth Sense,4.0,4.0,F,Movies,65,41.16,36
398,60700,Dogma,Dogma,5.0,0.0,F,Movies,22,87.59,9
309,10700,A MUST SEE,Green Mile,5.0,0.0,M,Movies,33,140.0,31
405,12300,McDonalds,McDonald's,5.0,4.0,M,Restaurants & Gourmet,41,30.74,14
4945,20800,Scream 3,Scream 3,4.0,4.0,F,Movies,61,32.0,4
411,11700,It's not all that,Blair Witch Project,2.0,3.0,F,Movies,12,44.0,16
4947,21403,Terrible,Southwest Airlines,1.0,3.0,F,Hotels & Travel,69,108.69,5
407,121499,Great Movie,Toy Story 2,5.0,4.0,F,Movies,80,143.01,14
5040,40600,Money for nothing!,All Advantage,5.0,4.0,F,Online Stores & Services,1,23.08,21
319,20900,Doh!,"Simpsons, The",5.0,0.0,F,Kids & Family,64,40.0,36
5053,42301,Wow!,"Crouching Tiger, Hidden Dragon",5.0,3.0,F,Movies,18,117.0,28
5056,70709,Home Refinance,Quicken Loans,5.0,3.0,F,Personal Finance,57,36.0,18
5062,11400,Nothing Special in the Air,American Airlines,1.0,4.0,M,Hotels & Travel,4,61.0,35
455,22600,The Blair Witch Project,Blair Witch Project,1.0,4.0,M,Movies,12,44.0,31
5089,123100,great movie,X-Men,5.0,3.0,M,Movies,86,66.39,9
5085,102500,Amazing,Google,5.0,3.0,M,Online Stores & Services,32,100.62,18
472,62100,Better than the original,Diablo 2 - Bestseller Series for Windows,5.0,3.0,M,Games,21,52.51,28
5138,60600,Collector's Paradise,eBay,5.0,4.0,M,Online Stores & Services,88,149.0,12
5165,22100,Deep Blue Sea,Deep Blue Sea,4.0,4.0,M,Movies,19,58.91,38
487,111300,Great idea,The Sims 2: Open for Business for Windows,4.0,4.0,M,Games,79,27.0,32
5194,120400,Free Samples,StartSampling.Com,3.0,0.0,M,Online Stores & Services,72,49.0,12
5198,90500,No Advantage,All Advantage,2.0,4.0,M,Online Stores & Services,1,23.08,33
5214,61901,Shrek,Shrek,4.0,3.0,F,Movies,63,75.14,22
5219,63000,The Spy Who Gagged Me,Austin Powers: The Spy Who Shagged Me,2.0,4.0,M,Movies,9,111.0,6
508,12100,Don't Waste Your Time,Treeloot.com,1.0,4.0,M,Online Stores & Services,81,94.83,32
5270,40300,There is no spoon,Matrix,5.0,4.0,M,Movies,40,24.51,36
5270,102500,One of my favorites,Subway,4.0,0.0,M,Restaurants & Gourmet,73,48.0,36
5285,100600,Good for Free,BlueLight.com,4.0,0.0,F,Online Stores & Services,15,52.0,5
5288,11900,Boring,Talented Mr. Ripley,1.0,4.0,M,Movies,75,89.0,11
5328,40211,I feel used...,Quicken Loans,2.0,3.0,M,Personal Finance,57,36.0,39
5274,122899,Deep Blue Sea,Deep Blue Sea,4.0,0.0,F,Movies,19,58.91,24
5338,32600,Riveting,Sixth Sense,5.0,4.0,M,Movies,65,41.16,28
541,11900,Instant classic,Green Mile,5.0,4.0,F,Movies,33,140.0,10
548,13100,Deep Blue Sea,Deep Blue Sea,3.0,4.0,M,Movies,19,58.91,23
5379,52903,Don't Believe the Hype,AOL (America Online),1.0,4.0,F,Online Stores & Services,0,145.84,3
5382,122699,The Talented Mr. Damon,Talented Mr. Ripley,4.0,4.0,M,Movies,75,89.0,37
5382,122699,Galaxy Quest,Galaxy Quest,5.0,3.0,M,Movies,29,67.0,37
5402,62701,Toy Story 2,Toy Story 2,3.0,3.0,M,Movies,80,143.01,27
5409,42600,Music Television?,MTV,3.0,4.0,M,Media,39,138.0,18
333,41700,Don't Waste Your Money,Playtex Diaper Genie System,2.0,0.0,M,Kids & Family,55,12.0,32
5419,122999,Galaxy Quest,Galaxy Quest,5.0,3.0,M,Movies,29,67.0,23
558,112000,Money for nothing?,Spedia,4.0,4.0,M,Online Stores & Services,70,58.32,39
5424,51400,The Spy Who Gagged Me,Austin Powers: The Spy Who Shagged Me,1.0,0.0,F,Movies,9,111.0,21
5426,12800,Waste of Time,Treeloot.com,1.0,4.0,F,Online Stores & Services,81,94.83,17
569,11600,The Sixth Sense,Sixth Sense,5.0,4.0,F,Movies,65,41.16,36
5437,70909,Refinance with Quicken Loans,Quicken Loans,4.0,3.0,M,Personal Finance,57,36.0,26
574,111299,Great Movie,Matrix,5.0,4.0,F,Movies,40,24.51,13
579,52500,Easy to use,AOL (America Online),5.0,0.0,M,Online Stores & Services,0,145.84,19
337,22300,American Pie,American Pie,4.0,4.0,F,Movies,6,117.89,0
5478,72110,Delta Airlines,Delta Air Lines,5.0,3.0,F,Hotels & Travel,20,116.0,27
5488,100309,Quicken Loans Experience,Quicken Loans,1.0,3.0,M,Personal Finance,57,36.0,7
592,80500,X-cellent,X-Men,5.0,4.0,F,Movies,86,66.39,6
5535,30500,AOL,AOL (America Online),4.0,0.0,M,Online Stores & Services,0,145.84,2
5493,71701,"Crouching Blu, Hidden Marmalade","Crouching Tiger, Hidden Dragon",5.0,4.0,M,Movies,18,117.0,3
5493,72902,"Crouching Blu, Hidden Marmalade","Crouching Tiger, Hidden Dragon",5.0,0.0,M,Movies,18,117.0,3
5544,11600,Galaxy Quest,Galaxy Quest,4.0,3.0,M,Movies,29,67.0,23
597,11200,Wow,Sega Dreamcast Grey Console,5.0,0.0,F,Games,62,62.0,13
347,20700,The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,4.0,4.0,F,Movies,9,111.0,2
5596,120999,Never again,Northwest Airlines,2.0,4.0,F,Hotels & Travel,48,82.0,14
5609,20600,The Best,"Simpsons, The",4.0,0.0,F,Kids & Family,64,40.0,8
5613,12500,Final Fantasy VIII,Final Fantasy VIII for PlayStation 1,5.0,4.0,F,Games,27,136.05,7
5613,12600,Great Movie,Sixth Sense,5.0,0.0,F,Movies,65,41.16,7
5621,111001,Shrek,Shrek,5.0,4.0,F,Movies,63,75.14,8
626,11000,Toy Story 2,Toy Story 2,5.0,3.0,M,Movies,80,143.01,15
626,11000,Sleepy Hollow,Sleepy Hollow,4.0,3.0,M,Movies,66,62.0,15
5647,70300,a must see,Green Mile,5.0,3.0,M,Movies,33,140.0,34
627,112600,No Advantage Here,All Advantage,2.0,3.0,F,Online Stores & Services,1,23.08,34
633,111900,Finally,X-Men,5.0,3.0,M,Movies,86,66.39,8
639,22904,Wendy's,Wendy's,4.0,4.0,M,Restaurants & Gourmet,84,69.0,3
639,40104,Southwest Airlines,Southwest Airlines,4.0,4.0,M,Hotels & Travel,69,108.69,3
639,92004,Being John Malkovich,Being John Malkovich,4.0,4.0,M,Movies,11,52.0,3
640,22406,Fantastic!,NetFlix,5.0,0.0,M,Online Stores & Services,45,94.54,22
5694,81401,Delta Airlines,Delta Air Lines,2.0,3.0,F,Hotels & Travel,20,116.0,2
5703,120399,Austin Powers Does it Again,Austin Powers: The Spy Who Shagged Me,4.0,3.0,M,Movies,9,111.0,34
5707,81100,Great Movie!,What Lies Beneath,4.0,3.0,M,Movies,85,145.0,39
5707,81100,A Must See,Perfect Storm,4.0,3.0,M,Movies,54,129.87,39
5702,81905,brad's Experience,MyPoints.com,5.0,4.0,M,Online Stores & Services,43,72.0,38
5702,102904,brad's Experience,FreeRide.com,1.0,4.0,M,Online Stores & Services,28,147.0,38
5710,102300,Still the best,Southwest Airlines,5.0,0.0,F,Hotels & Travel,69,108.69,23
5717,40611,Quicken Loans,Quicken Loans,2.0,3.0,F,Personal Finance,57,36.0,24
5719,82402,Not all it's cracked up to be,Playtex Diaper Genie System,2.0,3.0,M,Kids & Family,55,12.0,9
653,121400,The Patriot,Patriot,5.0,4.0,F,Movies,51,73.65,19
5730,111299,Mixed Emotions,Blair Witch Project,2.0,4.0,M,Movies,12,44.0,5
658,21300,A Must See,Green Mile,5.0,4.0,F,Movies,33,140.0,24
5747,11900,great movie,American Pie,5.0,4.0,M,Movies,6,117.89,36
5747,12400,wonderful movie,Matrix,5.0,0.0,M,Movies,40,24.51,36
5751,62200,I am Jack's Film Critic,Fight Club,5.0,4.0,M,Movies,26,97.53,14
5752,62100,American Beauty?,American Beauty,4.0,0.0,F,Movies,5,59.0,36
5761,111702,I love Southwest!,Southwest Airlines,5.0,0.0,M,Hotels & Travel,69,108.69,31
5772,12300,Best Movie of 1999,American Beauty,5.0,4.0,F,Movies,5,59.0,37
5789,121900,Where has all the music gone?,MTV,2.0,4.0,M,Media,39,138.0,17
673,20600,Scream 3 (2000),Scream 3,2.0,4.0,F,Movies,61,32.0,35
673,81599,The Sixth Sense (1999),Sixth Sense,4.0,4.0,F,Movies,65,41.16,35
5795,60701,Excellent Movie,Pearl Harbor,5.0,3.0,M,Movies,53,141.75,13
679,121200,A Pleasant Surprise,How the Grinch Stole Christmas,4.0,4.0,F,Movies,34,65.0,37
5817,40400,Amazing,J. K. Rowling - Harry Potter and the Sorcerer's Stone,5.0,3.0,F,Books,36,96.0,16
5817,82000,Don't waste your time!,Dogma,1.0,3.0,F,Movies,22,87.59,16
684,40300,The Sixth Sense,Sixth Sense,4.0,3.0,F,Movies,65,41.16,6
5826,122999,Galaxy Quest,Galaxy Quest,4.0,4.0,M,Movies,29,67.0,13
5828,51202,Pearl Harbor,Pearl Harbor,2.0,4.0,F,Movies,53,141.75,23
695,52700,Yummy!,McDonald's,5.0,4.0,M,Restaurants & Gourmet,41,30.74,36
697,60700,Excellent Movie,Sixth Sense,4.0,3.0,F,Movies,65,41.16,29
5842,12600,Really Great,Blue Mountain Arts eCards,5.0,4.0,F,Online Stores & Services,13,91.29,34
5853,40100,The Best,Alta Vista (by 1stUp),5.0,3.0,M,Online Stores & Services,2,46.63,7
699,61500,You Get What You Pay For,NetZero,2.0,0.0,F,Online Stores & Services,46,53.0,35
5881,121200,Good,Google,5.0,3.0,F,Online Stores & Services,32,100.62,11
5888,22100,american pie,American Pie,5.0,3.0,M,Movies,6,117.89,5
5916,71200,McDonalds,McDonald's,1.0,3.0,M,Restaurants & Gourmet,41,30.74,29
5918,61301,Great movie!,Shrek,5.0,3.0,M,Movies,63,75.14,18
5921,12600,Too Much Trouble,Playtex Diaper Genie System,2.0,4.0,M,Kids & Family,55,12.0,8
715,121899,Wow!,American Beauty,5.0,0.0,M,Movies,5,59.0,9
714,111199,WOW!,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,3.0,F,Games,77,59.0,6
5960,31800,Best Game Ever,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,4.0,M,Games,77,59.0,8
727,100399,By far the best,Road Runner (includes MediaOne),5.0,4.0,M,Online Stores & Services,58,135.59,30
6000,72200,Great Movie,American Beauty,4.0,3.0,F,Movies,5,59.0,9
735,81300,Not So Scary Movie,Scary Movie,1.0,3.0,M,Movies,60,53.0,7
6014,112003,The Matrix,Matrix,5.0,0.0,M,Movies,40,24.51,23
6027,11300,Finally,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,4.0,F,Games,77,59.0,5
6038,100200,It's thinking,Sega Dreamcast Grey Console,5.0,4.0,M,Games,62,62.0,9
6054,72500,Finally!,Diablo 2 - Bestseller Series for Windows,5.0,4.0,M,Games,21,52.51,29
6063,111199,A Mixed Bag,Alta Vista (by 1stUp),3.0,4.0,F,Online Stores & Services,2,46.63,4
804,120199,Sleepy Hollow,Sleepy Hollow,5.0,0.0,F,Movies,66,62.0,27
807,71800,Funny Scary Movie,Scary Movie,3.0,3.0,M,Movies,60,53.0,11
6087,41000,I love it!,Alta Vista (by 1stUp),4.0,3.0,M,Online Stores & Services,2,46.63,9
6107,41505,The Simpsons,"Simpsons, The",5.0,2.0,M,Kids & Family,64,40.0,7
823,113000,Where's Gambit?,X-Men,3.0,4.0,F,Movies,86,66.39,19
828,80301,A Mixed Bag,Subway,4.0,0.0,M,Restaurants & Gourmet,73,48.0,28
847,40600,Easy money,All Advantage,4.0,0.0,F,Online Stores & Services,1,23.08,32
6156,10202,Fantastic!,Unbreakable,5.0,0.0,F,Movies,82,51.13,32
6176,20200,Southwest Airlines,Southwest Airlines,5.0,4.0,F,Hotels & Travel,69,108.69,0
6197,52901,Great Movie,Shrek,5.0,3.0,F,Movies,63,75.14,12
6214,70200,Hilarious,Austin Powers: The Spy Who Shagged Me,5.0,3.0,F,Movies,9,111.0,28
6214,70200,One of my favorites,American Pie,5.0,4.0,F,Movies,6,117.89,28
880,70800,Too much hype,American Beauty,4.0,0.0,F,Movies,5,59.0,10
6224,82700,Mixed feelings,BlueLight.com,2.0,0.0,M,Online Stores & Services,15,52.0,33
750,70900,Funny Movie,Scary Movie,4.0,4.0,F,Movies,60,53.0,3
6265,42610,Quicken Loans Experience,Quicken Loans,5.0,1.0,M,Personal Finance,57,36.0,17
6275,21608,Quicken Loans,Quicken Loans,1.0,3.0,M,Personal Finance,57,36.0,27
6279,61000,Galaxy Quest,Galaxy Quest,4.0,0.0,F,Movies,29,67.0,6
6281,61400,Mission Possible,Mission: Impossible II,3.0,3.0,F,Movies,42,144.28,2
6295,101699,Not too bad,Earthlink,3.0,0.0,M,Online Stores & Services,23,68.0,5
6325,72100,It's About Time,X-Men,5.0,0.0,M,Movies,86,66.39,15
6328,72301,Toy Story 2,Toy Story 2,5.0,3.0,F,Movies,80,143.01,28
6334,10401,Not what I expected,Perfect Storm,3.0,3.0,M,Movies,54,129.87,20
6357,20300,Waste of Time,StartSampling.Com,1.0,0.0,F,Online Stores & Services,72,49.0,28
911,10200,McDonald's,McDonald's,1.0,4.0,M,Restaurants & Gourmet,41,30.74,26
920,31500,Too Funny!,American Pie,5.0,4.0,M,Movies,6,117.89,15
6407,12601,Gladiator,Gladiator,5.0,0.0,F,Movies,30,65.17,26
6412,112999,Better than expected,Toy Story 2,5.0,4.0,F,Movies,80,143.01,32
928,13000,The Matrix,Matrix,5.0,0.0,M,Movies,40,24.51,13
931,91600,Final Fantasy VIII,Final Fantasy VIII for PlayStation 1,4.0,3.0,M,Games,27,136.05,31
6435,11702,Great Game,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,0.0,M,Games,77,59.0,36
6437,52601,The best of the best,Wendy's,5.0,4.0,F,Restaurants & Gourmet,84,69.0,33
941,20300,Sleepy Hollow,Sleepy Hollow,5.0,3.0,F,Movies,66,62.0,26
6443,71700,X-cellent,X-Men,4.0,0.0,M,Movies,86,66.39,29
6450,12800,Don't Waste Your Time,Treeloot.com,1.0,0.0,M,Online Stores & Services,81,94.83,36
947,10300,YEAH BABY!,Austin Powers: The Spy Who Shagged Me,4.0,4.0,M,Movies,9,111.0,31
960,12300,Simpsons,"Simpsons, The",4.0,0.0,M,Kids & Family,64,40.0,9
961,10601,Don't waste your time!,Treeloot.com,1.0,4.0,M,Online Stores & Services,81,94.83,33
6503,122099,Is it worth it?,Playtex Diaper Genie System,3.0,3.0,M,Kids & Family,55,12.0,16
971,10900,Shagadelic,Austin Powers: The Spy Who Shagged Me,5.0,4.0,F,Movies,9,111.0,8
988,21400,Scream 3 ,Scream 3,4.0,4.0,F,Movies,61,32.0,0
6561,41600,Beep Beep!,Road Runner (includes MediaOne),5.0,4.0,M,Online Stores & Services,58,135.59,11
6567,61604,Wendy's,Wendy's,5.0,3.0,F,Restaurants & Gourmet,84,69.0,17
1005,121299,It's thinking,Sega Dreamcast Grey Console,5.0,3.0,M,Games,62,62.0,2
6589,70606,Final Fantasy VIII,Final Fantasy VIII for PlayStation 1,5.0,4.0,M,Games,27,136.05,20
6591,101100,Yeah Baby Yeah,Austin Powers: The Spy Who Shagged Me,4.0,0.0,F,Movies,9,111.0,0
1020,71700,American Beauty,American Beauty,4.0,0.0,F,Movies,5,59.0,37
1020,71700,Fight Club,Fight Club,1.0,3.0,F,Movies,26,97.53,37
1020,72300,Dogma,Dogma,4.0,4.0,F,Movies,22,87.59,37
1020,81700,Erin Brockovich,Erin Brockovich,4.0,4.0,F,Movies,24,129.9,37
6613,11200,Tell someone you care,Blue Mountain Arts eCards,5.0,4.0,F,Online Stores & Services,13,91.29,37
6613,12300,where are the samples,StartSampling.Com,3.0,3.0,F,Online Stores & Services,72,49.0,37
6617,52901,Pearl Harbor,Pearl Harbor,5.0,0.0,M,Movies,53,141.75,31
996,12000,Sleepy Hollow,Sleepy Hollow,2.0,0.0,F,Movies,66,62.0,23
1026,21601,Funny Movie,Scary Movie,5.0,4.0,M,Movies,60,53.0,2
6625,22801,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",5.0,0.0,F,Movies,18,117.0,36
1032,22300,What Advantage?,All Advantage,2.0,0.0,F,Online Stores & Services,1,23.08,13
6634,11600,Toy Story 2,Toy Story 2,4.0,3.0,F,Movies,80,143.01,13
1043,121499,The Green Mile,Green Mile,5.0,0.0,M,Movies,33,140.0,28
6672,42001,I've been playing for how long???,The Sims 2: Open for Business for Windows,5.0,0.0,F,Games,79,27.0,3
6672,121501,I've been playing for how long???,The Sims 2: Open for Business for Windows,5.0,0.0,F,Games,79,27.0,3
